event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_00535,ECI revises electoral roll verification schedule for four more states,2026-07-15,1,1,['hindustan_times'],ECI revises electoral roll verification schedule for four more states,"ECI revises electoral roll verification schedule for four more states
The nationwide SIR is being implemented in phases across states and Union Territories to update electoral rolls through extensive field verification
The Election Commission of India (ECI) on Wednesday revised the time-table for th...",1.0,False
EVT_00536,"What's Rahul Gandhi planning amid buzz over absence from CJP-Wangchuk protest: ‘Are you rattled, Modi ji?’",2026-07-15,1,1,['hindustan_times'],"What's Rahul Gandhi planning amid buzz over absence from CJP-Wangchuk protest: ‘Are you rattled, Modi ji?’","What's Rahul Gandhi planning amid buzz over absence from CJP-Wangchuk protest: ‘Are you rattled, Modi ji?’
Congress leader is set for the next event of his own campaign on the same issues in Dehradun, also demanding Union education minister Pradhan's resignation.
Leader of Opposition Rahul Gandhi ha...",1.0,False
EVT_00537,"Day after ED summons wife and sons, TMC's Madan Mitra leaves Mamata camp for rebel faction, blames Abhishek",2026-07-15,1,1,['hindustan_times'],"Day after ED summons wife and sons, TMC's Madan Mitra leaves Mamata camp for rebel faction, blames Abhishek","Day after ED summons wife and sons, TMC's Madan Mitra leaves Mamata camp for rebel faction, blames Abhishek
Trinamool Congress MLA Madan Mitra shifted allegiance from Mamata Banerjee's camp to faction led by Ritabrata Banerjee; said “only changed my room in assembly”
A day after his wife and two son...",1.0,False
EVT_00538,"‘Straight out of Hollywood disaster movie’: Fire in Mumbai Coastal Road tunnel, no casualties but a jam, many questions",2026-07-15,1,1,['hindustan_times'],"‘Straight out of Hollywood disaster movie’: Fire in Mumbai Coastal Road tunnel, no casualties but a jam, many questions","‘Straight out of Hollywood disaster movie’: Fire in Mumbai Coastal Road tunnel, no casualties but a jam, many questions
Car catches fire in tunnel on Mumbai's Coastal Road; no casualties
A sudden blaze in a moving car led to hundreds of people getting stuck in a massive traffic jam in Mumbai's Coast...",1.0,False
EVT_00539,NEW DELHI: The Rampur Development Authority (RDA) has ordered the demolition of 38 buildings at Samajwadi Party (SP) leader,2026-07-15,1,1,['the_times_of_india'],NEW DELHI: The Rampur Development Authority (RDA) has ordered the demolition of 38 buildings at Samajwadi Party (SP) leader,"NEW DELHI: The Rampur Development Authority (RDA) has ordered the demolition of 38 buildings at Samajwadi Party (SP) leader 
Azam Khan's Mohammad Ali Jauhar University, ruling that they were constructed without approved building plans, official said on Wednesday.
The order, issued under Section 27(1...",1.0,False
EVT_00540,NEW DELHI: The Calcutta high court on Wednesday allowed the Mamata Banerjee-led,2026-07-15,1,1,['the_times_of_india'],NEW DELHI: The Calcutta high court on Wednesday allowed the Mamata Banerjee-led,"NEW DELHI: The Calcutta high court on Wednesday allowed the Mamata Banerjee-led 
Trinamool Congress (TMC) faction to hold its annual July 21 Martyrs' Day rally at a site near the Birla Planetarium instead of its traditional venue in front of Victoria House in central Kolkata.
Justice Saugata Bhattac...",1.0,False
EVT_00541,"Pre-poll masterstroke, post-poll burden: Ladki Bahin scheme’s Maharashtra journey",2026-07-15,1,1,['indian_express'],"Pre-poll masterstroke, post-poll burden: Ladki Bahin scheme’s Maharashtra journey","Pre-poll masterstroke, post-poll burden: Ladki Bahin scheme’s Maharashtra journey
The maths was clear: of the 9.5 crore voters in Maharashtra, women accounted for 4.6 crore. About 2.46 crore women in the 21-65 years age group – more than 50 per cent of the total women voters – were eligible for the ...",1.0,False
EVT_00542,Why Punjab could define India’s new national security leadership,2026-07-15,1,1,['hindustan_times'],Why Punjab could define India’s new national security leadership,"Why Punjab could define India’s new national security leadership
Religious polarisation is on the rise in Punjab. Is India’s national security prepared for the challenge?
In the past 45 days, India has appointed new chiefs of Navy, Army and Intelligence Bureau apart from a new Chief of Defence Staff...",1.0,False
EVT_00544,'India fully deserves permanent seat at UN Security Council': Palestinian envoy,2026-07-15,1,1,['hindustan_times'],'India fully deserves permanent seat at UN Security Council': Palestinian envoy,"'India fully deserves permanent seat at UN Security Council': Palestinian envoy
Palestinian Ambassador to India Abdullah M Abu Shawesh said that any reform of the UN body must include major global powers such as India.
After India reiterated its support for Palestine's bid for full United Nations me...",1.0,False
EVT_00545,"A minor earthquake measuring 3.0 on the Richter scale struck Krishnagiri district at 7.52 p.m. on Wednesday (July 15, 2026).",2026-07-15,1,1,['the_hindu'],"A minor earthquake measuring 3.0 on the Richter scale struck Krishnagiri district at 7.52 p.m. on Wednesday (July 15, 2026).","A minor earthquake measuring 3.0 on the Richter scale struck Krishnagiri district at 7.52 p.m. on Wednesday (July 15, 2026).
Citing data from the National Centre for Seismology, the Regional Meteorological Centre said the earthquake originated at a depth of 10 km, with its epicentre located in the D...",1.0,False
EVT_00546,"BJP scared, says Cong after revocation of go-ahead for Rahul Gandhi’s Dehradun event",2026-07-15,1,1,['hindustan_times'],"BJP scared, says Cong after revocation of go-ahead for Rahul Gandhi’s Dehradun event","BJP scared, says Cong after revocation of go-ahead for Rahul Gandhi’s Dehradun event
The administration offered an alternative venue for “Chhatro Ki Goonj”, a nationwide campaign against paper leaks and examination irregularities
The Congress on Wednesday attacked Uttarakhand’s Bharatiya Janata Part...",1.0,False
EVT_00547,"2 killed after fire breaks out at building in Mamura village in Noida's Sector 66, EV spark likely cause",2026-07-15,1,1,['hindustan_times'],"2 killed after fire breaks out at building in Mamura village in Noida's Sector 66, EV spark likely cause","2 killed after fire breaks out at building in Mamura village in Noida's Sector 66, EV spark likely cause
According to police, the blaze started on the ground floor of the G+4 building in lane 2, where an electric vehicle battery was charging.
Two people died after a fire suspected to have been trigg...",1.0,False
EVT_00548,"Sini Jaleel, 48, a senior gynaecologist at the District Government Hospital at Perinthalmanna in Malappuram, was brutally attacked on April 2 this year by a group of women relatives of a patient who had died after childbirth due to postpartum haemorr...",2026-07-15,1,1,['the_hindu'],"Sini Jaleel, 48, a senior gynaecologist at the District Government Hospital at Perinthalmanna in Malappuram, was brutally attacked on April 2 this year by a group of women relatives of a patient who had died after childbirth due to postpartum haemorr...","Sini Jaleel, 48, a senior gynaecologist at the District Government Hospital at Perinthalmanna in Malappuram, was brutally attacked on April 2 this year by a group of women relatives of a patient who had died after childbirth due to postpartum haemorrhage nine days earlier. Dr. Jaleel was left with a...",1.0,False
EVT_00549,"Man, 30, hacked to death in Hyderabad; police suspect hate crime",2026-07-15,1,1,['hindustan_times'],"Man, 30, hacked to death in Hyderabad; police suspect hate crime","Man, 30, hacked to death in Hyderabad; police suspect hate crime
On Wednesday around 11pm, five men arrived at the hostel in Ayyapa Society, where Bhaskar was staying and allegedly called him outside
A 30-year-old man was allegedly hacked to death by five men in Hyderabad’s upscale Madhapur area on ...",1.0,False
EVT_00550,Why Congress is keen on retaining Amrinder Raja Warring as Punjab unit chief,2026-07-15,1,1,['indian_express'],Why Congress is keen on retaining Amrinder Raja Warring as Punjab unit chief,"Why Congress is keen on retaining Amrinder Raja Warring as Punjab unit chief
Punjab Congress chief seen to enjoy support of cadre and a majority of state’s legislators; party fears replacing him ahead of polls will project its “weak organisational structure”
While the Punjab Congress continues to gr...",1.0,False
EVT_00551,'India can stop the Ukraine war': Polish Deputy FM says Modi 'among few who can influence' Putin,2026-07-15,1,1,['hindustan_times'],'India can stop the Ukraine war': Polish Deputy FM says Modi 'among few who can influence' Putin,"'India can stop the Ukraine war': Polish Deputy FM says Modi 'among few who can influence' Putin
The Polish minister also discussed the developments of 2022, when India intervened in the war and called for nuclear de-escalation.
As the Russia-Ukraine war continues to escalate, Poland has identified ...",1.0,False
EVT_00552,"Arrival from Bali, 6 weeks in Goa, missing passport: Mystery trail of US national arrested at Nepal border",2026-07-15,1,1,['hindustan_times'],"Arrival from Bali, 6 weeks in Goa, missing passport: Mystery trail of US national arrested at Nepal border","Arrival from Bali, 6 weeks in Goa, missing passport: Mystery trail of US national arrested at Nepal border
Jordan Brown, a US resident, was apprehended late on July 11 after he allegedly attempted to cross into Nepal through an unauthorised route in UP's Maharajganj.
Investigators are reconstructing...",1.0,False
EVT_00553,"India-UK historic free trade deal, social security agreement comes into effect | All we know",2026-07-15,1,1,['hindustan_times'],"India-UK historic free trade deal, social security agreement comes into effect | All we know","India-UK historic free trade deal, social security agreement comes into effect | All we know
The operationalisation of the India-UK CETA was announced by outgoing Prime Minister Keir Starmer at the G7 Summit in France.
India and the United Kingdom on Wednesday operationalised a free trade agreement....",1.0,False
